SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TOTALTRADES,ISIN,TIMESTAMP
GAMMNINFRA,EQ,4.05,4.15,3.9,3.95,3.95,4,599037,2407142.3,391,INE181G01025,2017-02-20
GAMMONIND,EQ,9,9.4,9,9.05,9.05,9.05,464274,4221423.55,2275,INE259B01020,2017-02-20
GANDHITUBE,EQ,325.9,333.7,324.6,327.75,327.1,329.7,1796,588995.6,99,INE524B01027,2017-02-20
GANECOS,EQ,358.55,358.55,345,347.7,346.3,354.85,9575,3344265.1,312,INE845D01014,2017-02-20
GANESHHOUC,EQ,109.1,109.1,105.6,107.45,107.15,109.3,48176,5176984.25,783,INE460C01014,2017-02-20
GARDENSILK,EQ,29.6,30,28.4,29.3,29.55,28.6,50607,1491691.3,416,INE526A01016,2017-02-20
GARWALLROP,EQ,815.2,828.7,801,817.55,823,820.35,21210,17264139.3,1985,INE276A01018,2017-02-20
GATI,EQ,126.3,128.95,125.2,127.9,128,125.85,718231,91376988.1,8021,INE152B01027,2017-02-20
GAYAPROJ,EQ,157.65,161.8,155.2,160.15,159.95,158.45,39161,6216939.1,912,INE336H01023,2017-02-20
GDL,EQ,255.05,261.2,255.05,258.05,258.05,258.8,51745,13343869.35,3508,INE852F01015,2017-02-20
GHCL,EQ,225.25,232.9,224.6,230.75,230.7,225.4,99456,22732050.35,1872,INE539A01019,2017-02-20
GICHSGFIN,EQ,547.95,576.55,541.3,573.4,574,552.65,274199,155001776.2,8070,INE289B01019,2017-02-20
GILLANDERS,EQ,66.9,66.95,64.7,65.3,64.7,65.95,12568,833049.4,30,INE047B01011,2017-02-20
GILLETTE,EQ,4901.1,4918.7,4870,4902.5,4900,4906.15,2884,14129278.6,565,INE322A01010,2017-02-20
GINNIFILA,EQ,54,63.95,52.65,62.4,62.15,54.25,2546756,152739472.4,13778,INE424C01010,2017-02-20
GIPCL,EQ,110.55,113.5,109.4,111.8,112.5,110.05,226751,25409081.35,2064,INE162A01010,2017-02-20
GITANJALI,EQ,61.2,62.2,60.65,61.55,61.8,61.25,181308,11154090.55,1574,INE346H01014,2017-02-20
GKWLIMITED,EQ,432,432,418,421.05,421.05,420,60,25497.5,12,INE528A01020,2017-02-20
GLAXO,EQ,2443,2478.9,2432,2464.3,2466.8,2475.5,11798,28927288.55,1556,INE159A01016,2017-02-20
GLENMARK,EQ,628,633,627.15,629.65,629.1,627.9,455621,286953707.6,8434,INE935A01035,2017-02-20
GLOBALVECT,EQ,147.15,166.4,146.55,161.7,162,149.05,390982,62833191.2,5963,INE792H01019,2017-02-20
GLOBOFFS,EQ,33.05,34.2,33.05,33.65,33.8,33.05,34893,1175098.35,245,INE446C01013,2017-02-20
GLOBUSSPR,EQ,68.9,70.95,67.45,68.75,68.55,69.15,75407,5231906.45,828,INE615I01010,2017-02-20
GMBREW,EQ,421.4,437.9,421.4,425.8,425.85,426.1,14717,6313399.05,746,INE075D01018,2017-02-20
GMDCLTD,EQ,137.55,146.9,136,145.45,146.8,137.4,726325,103578700.45,10804,INE131A01031,2017-02-20
GMRINFRA,EQ,19.2,20.45,18.8,19.3,19.45,19.25,64165663,1260525287.35,32237,INE776C01039,2017-02-20
GNA,EQ,229,236,227.15,231.2,231.75,230.95,35674,8269096.4,1060,INE934S01014,2017-02-20
GNFC,EQ,261.7,268.65,259.2,266.5,268.65,262.6,435920,114972196.75,7933,INE113A01013,2017-02-20
GOACARBON,EQ,229.9,254.55,225.6,250.15,254.55,231.45,1773362,431165539.35,27038,INE426D01013,2017-02-20
GOCLCORP,EQ,394.05,412,390.2,409.05,409.9,394.45,7264,2936507.85,321,INE077F01035,2017-02-20
GODFRYPHLP,EQ,1220,1257.95,1192,1222.95,1225.9,1219.4,202975,249567751.9,9559,INE260B01028,2017-02-20
GODREJCP,EQ,974.95,974.95,936,939.1,940,968.75,633717,600130554.7,23563,INE102D01028,2017-02-20
GODREJIND,EQ,624,624,609.4,618.2,616.95,619.3,345726,213321725.15,9027,INE233A01035,2017-02-20
GODREJPROP,EQ,512.65,518,506,509.25,508.1,515,174772,89231544.55,13149,INE484J01027,2017-02-20
GOKEX,EQ,82.15,83.45,81.4,81.55,81.5,82.55,60768,4997863.75,408,INE887G01027,2017-02-20
HARITASEAT,EQ,744,760,735,742.4,744,723.6,14409,10708699.1,747,INE939D01015,2017-02-20
HARRMALAYA,EQ,74,77.75,74,76,76.15,75.5,68142,5206474.5,816,INE544A01019,2017-02-20
HATHWAY,EQ,36.55,38.25,35.75,37.05,36.8,36.35,272872,10105131.75,4188,INE982F01036,2017-02-20
HATSUN,EQ,613,613,590.8,600.1,603,603.9,7379,4443275.85,351,INE473B01035,2017-02-20
HAVELLS,EQ,472.5,473.9,459.45,462.4,461,470.1,991285,460518512.25,25109,INE176B01034,2017-02-20
HBLPOWER,EQ,40.35,40.8,39.3,39.7,40,40.35,179438,7168105.15,943,INE292B01021,2017-02-20
HCC,EQ,39.4,39.75,38.5,39.25,39.15,39,3142235,123250160.55,6864,INE549A01026,2017-02-20
HCG,EQ,244.9,249.2,241.15,248.65,249.2,244.9,384017,94148530.3,1678,INE075I01017,2017-02-20
HCL-INSYS,EQ,44.5,45.4,44.15,45.05,45.3,44.55,857003,38386908.25,3960,INE236A01020,2017-02-20
HCLTECH,EQ,838.5,857.25,833.3,848.4,846.05,840.2,1238382,1050482877.7,42324,INE860A01027,2017-02-20
HDFC,EQ,1656.5,1658.8,1623.1,1629,1624,1651.05,1683069,2756190358.45,96590,INE001A01036,2017-02-20
HDFCBANK,EQ,1665,1675,1657.8,1666.45,1666.5,1667.65,1112259,1853114829.75,33276,INE040A01026,2017-02-20
HDFCMFGETF,EQ,2662.5,2674,2645.3,2645.55,2645.55,2663.15,537,1426155.1,117,INF179K01CN1,2017-02-20
HDFCNIFETF,EQ,965,965,964.7,964.7,964.7,968.46,201,193964.7,2,INF179KB1KP3,2017-02-20
HDFCSENETF,EQ,3169.55,3169.55,3169.55,3169.55,3169.55,3250,1,3169.55,1,INF179KB1KQ1,2017-02-20
HDIL,EQ,85.45,88.8,85.05,87.8,88.15,85.3,15352657,1342182474.4,45214,INE191I01012,2017-02-20
HEG,EQ,315,333,312.1,318.4,318,323.5,207077,66816513.9,7286,INE545A01016,2017-02-20
HEIDELBERG,EQ,124.75,125.75,123.2,125.1,125.05,124.25,54703,6824926.15,966,INE578A01017,2017-02-20
HERCULES,EQ,153.1,155,151.3,151.7,152.2,152.9,14656,2233256.15,376,INE688E01024,2017-02-20
HERITGFOOD,EQ,1065,1094.8,1040,1047.9,1043.2,1071.75,41276,43951777.55,4523,INE978A01019,2017-02-20
HEROMOTOCO,EQ,3681,3723.6,3667.05,3688.45,3688.4,3695.2,496312,1835577487.45,40066,INE158A01026,2017-02-20
HESTERBIO,EQ,865,899.75,860,879.5,897,864.75,2207,1929850.2,142,INE782E01017,2017-02-20
HEXATRADEX,EQ,18.6,19.7,18.6,18.85,18.8,18.8,5402,101047.95,29,INE750M01017,2017-02-20
HEXAWARE,EQ,246,248.65,240.1,242.1,243.35,246.05,781335,190637552.05,12431,INE093A01033,2017-02-20
HFCL,EQ,12.2,12.25,12,12.05,12.05,12.15,848357,10298035.35,792,INE548A01028,2017-02-20
HGS,EQ,525,527.45,511.85,519.55,521.8,525.15,7860,4085717.05,458,INE170I01016,2017-02-20
HIGHGROUND,EQ,14.6,14.95,14.15,14.45,14.4,14.5,1254387,18172904.55,1607,INE361M01021,2017-02-20
HIKAL,EQ,206.7,208,202.1,202.75,202.8,204.25,14046,2865226.15,511,INE475B01022,2017-02-20
HIL,EQ,935.95,962,924.05,946.9,948,935.1,11611,10979733.3,967,INE557A01011,2017-02-20
HILTON,EQ,30.55,33,29.65,32.1,32.5,31.1,71462,2248499.8,486,INE788H01017,2017-02-20
HIMATSEIDE,EQ,332.55,344,328.05,339.85,340,332.3,181441,61285911.25,5894,INE049A01027,2017-02-20
HINDALCO,EQ,188,190.4,185.8,189.85,190,187.75,8184171,1543653222,57784,INE038A01020,2017-02-20
HINDCOMPOS,EQ,575.05,595,575,584.8,580,584.85,5566,3236826.5,438,INE310C01029,2017-02-20
ICICIBANK,EQ,288.75,293.3,288.75,290.35,289.95,287.9,17157094,4992441139.3,94651,INE090A01021,2017-02-20
ICICIPRULI,EQ,438.25,459.75,435.85,457.55,457.8,440,808440,364395664.4,31924,INE726G01019,2017-02-20
ICIL,EQ,165.3,169.6,161.4,168.55,168.1,165.6,566133,94176296.3,7220,INE483B01026,2017-02-20
ICRA,EQ,3992.05,4036,3992.05,4028.6,4030,4032.25,4201,16881390.8,729,INE725G01011,2017-02-20
ICSA,EQ,2.65,2.7,2.65,2.65,2.65,2.65,5595,14854.25,18,INE306B01029,2017-02-20
IDBI,EQ,55,55.4,53.8,54.05,53.9,55.15,5005534,272881590.9,17886,INE008A01015,2017-02-20
IDBIGOLD,EQ,2650,2650,2640,2641,2641,2642,25,66073,3,INF397L01554,2017-02-20
IDEA,EQ,81.75,84.3,80.7,83.5,83.95,81.15,8073979,664319088.2,22813,INE669E01016,2017-02-20
IDFC,EQ,54.3,55.75,54.3,55.6,55.7,54.95,4481435,247289606.4,7320,INE043D01016,2017-02-20
IDFCBANK,EQ,55.3,55.95,54.8,55.3,55.25,55.7,9143866,506166589.75,27629,INE092T01019,2017-02-20
IDFNIFTYET,EQ,95.39,95.63,95.39,95.63,95.63,95,40078,3832640.42,6,INF194KA1U07,2017-02-20
IFBAGRO,EQ,418.05,433.7,418.05,422,422.7,423.8,12290,5214729.35,687,INE076C01018,2017-02-20
IGL,EQ,1041.1,1051.45,1030.2,1036.15,1037.05,1052.2,173255,180245017.15,5743,INE203G01019,2017-02-20
IGPL,EQ,396,396,387.65,391.55,391,396.65,27953,10929472,985,INE204A01010,2017-02-20
IIFL,EQ,571.05,574.75,552.1,557.2,555.5,576.95,154060,86277896.2,7228,INE530B01024,2017-02-20
IITL,EQ,70,72.95,70,70.05,70.05,72.85,191,13866.7,5,INE886A01014,2017-02-20
IL&FSENGG,EQ,43.8,45,42.8,43.2,43.7,44.1,86276,3752809.6,574,INE369I01014,2017-02-20
IL&FSTRANS,EQ,95.6,96.95,94.2,94.65,94.6,95.25,87536,8346852.1,867,INE975G01012,2017-02-20
IMFA,EQ,520,520,490.85,507.8,503.3,497.45,210381,107343029.6,5906,INE919H01018,2017-02-20
IMPAL,EQ,782,800,782,798.4,799.95,795,222,177471.1,22,INE547E01014,2017-02-20
IMPEXFERRO,EQ,1.15,1.25,1.15,1.2,1.2,1.2,3676,4437.45,10,INE691G01015,2017-02-20
INDBANK,EQ,16.7,16.7,15.7,15.7,15.7,16.4,50641,803042.15,178,INE841B01017,2017-02-20
INDHOTEL,EQ,128.15,128.8,127.55,128.1,128.1,129.65,266422,34119425.8,7624,INE053A01029,2017-02-20
INDIACEM,EQ,187.95,192.75,185.25,191,191.8,188.85,4568395,868554100.75,25184,INE383A01012,2017-02-20
INDIAGLYCO,EQ,187.75,191.8,184.4,185.1,185.2,186.15,203557,38360902.8,2900,INE560A01015,2017-02-20
INDIANB,EQ,270,284.6,269,281.8,281.75,275.85,1977684,554341357.15,19170,INE562A01011,2017-02-20
INDIANCARD,EQ,189.9,194.8,189.9,194.1,193.3,188.7,8054,1556338.8,193,INE061A01014,2017-02-20
INDIANHUME,EQ,481,508,478.1,498.3,494.2,486.7,43921,21901942.85,2285,INE323C01030,2017-02-20
INDIGO,EQ,1218,1274.75,1207.55,1264.9,1271.05,1218.25,537883,670490704.75,20872,INE646L01027,2017-02-20
INDLMETER,EQ,97,97,92.3,95.15,95.95,95,1242,118502.05,36,INE065B01013,2017-02-20
INDNIPPON,EQ,620,644.9,614.15,627,630,627.85,1594,1003169.8,136,INE092B01017,2017-02-20
INDOCO,EQ,187.95,187.95,182.3,186.25,186.75,182.3,10975,2028530.95,448,INE873D01024,2017-02-20
INDORAMA,EQ,29.35,30,28.1,29.35,29.4,29.65,24490,712167.5,157,INE156A01020,2017-02-20
INDOTECH,EQ,180.6,185,176.8,183.25,185,180.05,23211,4188735.1,411,INE332H01014,2017-02-20
INDOTHAI,EQ,32.4,33.35,31,31.5,31.45,32.5,7795,245655.1,70,INE337M01013,2017-02-20
INDRAMEDCO,EQ,52.95,52.95,52.2,52.3,52.4,52.7,59359,3113251.25,341,INE681B01017,2017-02-20
INDSWFTLAB,EQ,36.2,37.4,35.55,36.5,36.45,35.35,283183,10332748.15,118,INE915B01019,2017-02-20
INDSWFTLTD,EQ,7.15,7.7,7.15,7.65,7.65,7.4,7007,52586.35,16,INE788B01028,2017-02-20
INDTERRAIN,EQ,194.45,197,187,192.3,192,195.4,141906,27075627.6,798,INE611L01021,2017-02-20
INDUSINDBK,EQ,1486.05,1499,1463.15,1490.65,1497.25,1490.15,972763,1436902657.35,69353,INE095A01012,2017-02-20
INEOSSTYRO,EQ,830,830,809.3,813.1,815,815.1,7796,6353850.6,411,INE189B01011,2017-02-20
INFIBEAM,EQ,1050.2,1059,1037.35,1044.65,1042.65,1049.85,486360,509124437.3,6598,INE483S01012,2017-02-20
INFINITE,EQ,209.65,209.65,205.7,206.5,205.7,207.9,6027,1245879.9,174,INE486J01014,2017-02-20
INFRABEES,EQ,321.99,325.17,321.99,323,323,323.5,331,107287.77,7,INF732E01268,2017-02-20
INFRATEL,EQ,372.6,379.95,371.1,376.45,379.3,373.3,1768602,660848264.6,33839,INE121J01017,2017-02-20
INFY,EQ,932.8,933,921,924.7,924,927.05,2952612,2733310088.65,98295,INE009A01021,2017-02-20
INGERRAND,EQ,831.5,850.95,827,844.6,841.5,831.55,8551,7167203.95,733,INE177A01018,2017-02-20
INOXLEISUR,EQ,266.35,268.55,260.45,262.3,260.45,269.3,51677,13704128.65,1406,INE312H01016,2017-02-20
INOXWIND,EQ,139.8,143.65,137.8,142.5,142.3,138,226348,31997712.15,3007,INE066P01011,2017-02-20
INSECTICID,EQ,652,656.9,626.5,629.65,627.75,651.85,21580,13929080.4,1071,INE070I01018,2017-02-20
INTELLECT,EQ,120.1,122.4,119.7,120.35,120.2,120.8,169102,20412888.9,2796,INE306R01017,2017-02-20
INTENTECH,EQ,121.8,124.6,120,120.7,121,121.8,28748,3499291.85,348,INE781A01025,2017-02-20
INVENTURE,EQ,12.3,12.85,12.3,12.5,12.5,12.4,52818,660550.4,42,INE878H01016,2017-02-20
IOB,EQ,24.75,25,24.6,24.8,24.8,24.8,562910,13926177.15,1693,INE565A01014,2017-02-20
IOC,EQ,387.2,399.8,385.85,387.15,386.6,390.4,4919086,1933956487.4,55045,INE242A01010,2017-02-20
IOLCP,EQ,50,50.4,48.55,49.1,49,49.4,23494,1155374.55,297,INE485C01011,2017-02-20
IPAPPM,EQ,293.05,295.95,292.5,293.1,293.15,292.4,10518,3089883.75,214,INE435A01028,2017-02-20
IPCALAB,EQ,479,481.9,473,480.1,480,477.15,109920,52674033.7,4390,INE571A01020,2017-02-20
IRB,EQ,207.4,208,203.5,206.65,207,207.55,1247877,257169513,13013,INE821I01014,2017-02-20
JETAIRWAYS,EQ,549.3,572.5,544.4,569.35,571.8,552.3,2742480,1538596694.75,34619,INE802G01018,2017-02-20
JHS,EQ,71.9,72,68.15,69.85,69.5,70.9,140592,9946083.05,1068,INE544H01014,2017-02-20
JINDALPHOT,EQ,68.6,71.6,68.6,69.05,69,70.05,11988,834785.45,137,INE796G01012,2017-02-20
JINDALPOLY,EQ,364.25,382,354,376.9,375,364.3,214493,79506687.6,7298,INE197D01010,2017-02-20
JINDALSAW,EQ,81.7,85.4,81.15,84.25,83.95,82.3,983572,82471278.45,7031,INE324A01024,2017-02-20
JINDALSTEL,EQ,115.8,119.8,115.8,119.35,119.8,116.95,4730328,557600230.15,17831,INE749A01030,2017-02-20
JINDCOT,EQ,12,12.4,11.9,12.25,12.4,12.15,28571,344057.15,72,INE904J01016,2017-02-20
JINDRILL,EQ,145,145,142.55,143.8,144,145,19888,2848574.2,521,INE742C01031,2017-02-20
JINDWORLD,EQ,589.25,614,589.25,602.2,601.8,589.25,51734,31149406.95,2029,INE247D01013,2017-02-20
JISLDVREQS,EQ,65.4,67.35,65.35,65.75,66,65.35,40401,2667527.55,299,IN9175A01010,2017-02-20
JISLJALEQS,EQ,101.65,104.3,101.4,103.35,103.25,102.7,5570057,573473453.45,24227,INE175A01038,2017-02-20
JKCEMENT,EQ,934.5,947.9,934.5,943.9,941.1,946.75,17175,16201638.6,727,INE823G01014,2017-02-20
JKIL,EQ,282,291,281,289.55,288,284.2,59108,17005713.85,1921,INE576I01022,2017-02-20
JKLAKSHMI,EQ,493.8,494.7,481.5,484,483,493.3,26726,13008870.95,3383,INE786A01032,2017-02-20
JKPAPER,EQ,91.5,93,89.85,90.55,90,92.85,410137,37501043.05,4892,INE789E01012,2017-02-20
JKTYRE,EQ,158.2,161.9,155,161,161,158.9,1444451,229672240.6,14767,INE573A01042,2017-02-20
JMA,EQ,227.2,227.25,224.5,226.5,224.5,227.25,323,73335.75,10,INE412C01015,2017-02-20
JMCPROJECT,EQ,272,276.45,270.05,271.7,271.1,274.55,19880,5432243.35,240,INE890A01016,2017-02-20
JMFINANCIL,EQ,114.75,116.95,114.05,115.7,116.1,115.9,407950,47231505.55,3351,INE780C01023,2017-02-20
JMTAUTOLTD,EQ,6.95,7.05,6.35,6.85,6.8,6.85,988197,6521324.35,1512,INE988E01036,2017-02-20
JOCIL,EQ,173.1,174.3,169.25,172.25,173.2,173.85,13641,2350673.95,207,INE839G01010,2017-02-20
JPASSOCIAT,EQ,21.8,21.95,19.55,20.05,20.1,21,185475558,3832057095.75,98408,INE455F01025,2017-02-20
JPINFRATEC,EQ,17.35,17.85,15.6,16.6,16.75,14.9,34167208,574594314.45,32031,INE099J01015,2017-02-20
JPOLYINVST,EQ,73.5,73.5,65.35,68.7,69.25,72.8,43691,2983002.1,698,INE147P01019,2017-02-20
JPPOWER,EQ,5.6,5.9,5.2,5.25,5.25,5.4,23010660,126914486.75,8263,INE351F01018,2017-02-20
JSL,EQ,71,73.6,70.2,71.9,72.1,70.9,252324,18262504.45,1211,INE220G01021,2017-02-20
JSLHISAR,EQ,120.05,124,119.05,121.3,123.4,121.5,111573,13482009.9,679,INE455T01018,2017-02-20
JSWENERGY,EQ,63.1,64.1,62.65,63.2,63.25,63.15,3963612,251381083.95,7292,INE121E01018,2017-02-20
JSWHL,EQ,1685.05,1750,1685.05,1708.95,1712.1,1697.7,4749,8105785.05,178,INE824G01012,2017-02-20
JSWSTEEL,EQ,194.25,198.5,192.8,197.55,197.2,194.05,4779335,937739836.4,52012,INE019A01038,2017-02-20
JUBILANT,EQ,669.4,694.4,660.5,690.7,691,666.6,464624,315203122.35,21409,INE700A01033,2017-02-20
JUBLFOOD,EQ,921.05,942,915.05,938,942,929,316313,295547578.45,8600,INE797F01012,2017-02-20
JUBLINDS,EQ,243,249.8,241,245.15,245,244.5,31538,7740081.65,1120,INE645L01011,2017-02-20
JUNIORBEES,EQ,262.8,264.69,262.05,263.9,263.85,262.68,13044,3435206.76,167,INF732E01045,2017-02-20
JUSTDIAL,EQ,375.9,381.6,365,373.55,372.5,376.6,1241064,464350774.3,16520,INE599M01018,2017-02-20
KOTAKBANK,EQ,983.75,983.75,967.85,972.2,974,974.75,1333766,1299419312.8,37444,INE237A01028,2017-02-20
KOTAKBKETF,EQ,236.31,237.53,235.01,236,236,236.2,24573,5796345.48,32,INF174K01F59,2017-02-20
KOTAKGOLD,EQ,256,256,252.6,254.65,254.95,254.1,35986,9145741.85,190,INF373I01049,2017-02-20
KOTAKNIFTY,EQ,954.5,958,952.11,953.89,954.23,955.64,35056,33449889.33,130,INF174K01518,2017-02-20
KOTAKNV20,EQ,41,41.4,40.5,41.25,41.25,41.2,2152,88182.8,11,INF174K01Z71,2017-02-20
KOTAKPSUBK,EQ,333,333.99,327,331.06,330,335.28,3843,1269513.4,143,INF373I01023,2017-02-20
KOTARISUG,EQ,12.8,13.1,12.65,12.85,12.85,13.05,31335,402714.05,51,INE419A01022,2017-02-20
KOTHARIPET,EQ,22.2,22.2,21.7,22.1,22.15,21.9,14202,312933.3,71,INE720A01015,2017-02-20
KOTHARIPRO,EQ,191,198,184,190.25,191,187,5735,1085525.75,284,INE823A01017,2017-02-20
KPIT,EQ,122.15,123.65,121.5,122.95,123.3,122.15,507466,62175575.05,8746,INE836A01035,2017-02-20
KPRMILL,EQ,815,815,803,810.15,809,815.1,10151,8222750.7,524,INE930H01023,2017-02-20
KRBL,EQ,383.35,383.35,375,376.95,376,381.5,45701,17307128.6,1097,INE001B01026,2017-02-20
KRIDHANINF,EQ,70,72,68.15,69.8,69.9,69.45,148837,10450962.95,1177,INE524L01026,2017-02-20
KSBPUMPS,EQ,680,804.95,680,770.45,765.05,687.1,279833,218166463.75,11714,INE999A01015,2017-02-20
KSCL,EQ,645.3,661.45,642.25,653.25,655.85,647.7,802751,526275626.8,16666,INE455I01029,2017-02-20
KSERASERA,EQ,0.2,0.2,0.1,0.15,0.15,0.15,2214966,357949.3,126,INE216D01026,2017-02-20
KSK,EQ,8.65,9.15,8.15,8.7,8.7,8.5,696302,6128056.25,1302,INE143H01015,2017-02-20
KSL,EQ,419.45,430,414.1,425.65,424.1,421.6,87760,37226930.55,2789,INE907A01026,2017-02-20
KTIL,EQ,198.6,198.65,193.65,194.9,195.95,197.15,14441,2824604.5,474,INE096L01025,2017-02-20
KTKBANK,EQ,159.8,162.5,158,161.85,161.9,160.75,1827608,294555012.3,11534,INE614B01018,2017-02-20
KWALITY,EQ,150.7,154.6,148.2,150.15,149.3,151.45,1560879,237689641.5,8550,INE775B01025,2017-02-20
L&TFH,EQ,136.1,141.85,134.6,141.15,141.2,136.55,4897216,682790819,31325,INE498L01015,2017-02-20
LAKPRE,EQ,40.5,41,40,41,41,41.1,181,7323.1,10,INE651C01018,2017-02-20
LAKSHMIEFL,EQ,37.25,39.5,37.25,38.05,38.25,38.1,431915,16541295.65,1183,INE992B01026,2017-02-20
LAKSHVILAS,EQ,200,201.4,196.5,197.45,197,201.45,582234,115645533.85,3746,INE694C01018,2017-02-20
LALPATHLAB,EQ,819.65,819.65,790.55,799.85,803.1,818.5,147248,117563097.8,18528,INE600L01024,2017-02-20
LAMBODHARA,EQ,71.3,73,71.1,71.6,71.6,72.05,6959,499237.35,116,INE112F01022,2017-02-20
LAOPALA,EQ,532.05,545,519,523,525.95,538,11055,5844096.15,759,INE059D01020,2017-02-20
LAURUSLABS,EQ,612.95,615.4,606.05,610.3,609.9,612.95,147507,89868597.35,2445,INE947Q01010,2017-02-20
M&M,EQ,1370,1375,1348.75,1356.05,1353,1370.3,827917,1124602077,28578,INE101A01026,2017-02-20
M&MFIN,EQ,331,340.35,329.5,336.5,337.9,332,1495767,504288755.3,42092,INE774D01024,2017-02-20
M100,EQ,18.48,18.48,18,18.01,18,18.29,11927,215903.88,136,INF247L01023,2017-02-20
M50,EQ,90.5,90.5,89.5,89.5,89.5,90.9,828,74579.29,25,INF247L01536,2017-02-20
MAANALU,EQ,179.95,179.95,168.2,175.6,174.5,175.1,5488,965443.9,96,INE215I01019,2017-02-20
MADHAV,EQ,61.6,62.35,60.6,61.1,60.65,61.55,7760,476896.5,123,INE925C01016,2017-02-20
MADHUCON,EQ,36.45,39.8,35.9,38.15,38.25,36.05,298633,11365273.8,2255,INE378D01032,2017-02-20
MADRASFERT,EQ,23.5,23.5,22.5,22.85,22.75,22.85,34828,798153.8,145,INE414A01015,2017-02-20
MAGMA,EQ,149,153.4,145.35,150.3,152.5,148.15,247828,36709424.2,5016,INE511C01022,2017-02-20
MAGNUM,EQ,12.9,12.9,12.9,12.9,12.9,12.3,6022,77683.8,13,INE387I01016,2017-02-20
MAHABANK,EQ,27.5,27.95,27.4,27.55,27.6,27.65,121071,3348716.95,649,INE457A01014,2017-02-20
MAHASTEEL,EQ,59.3,72.1,55.95,71.7,72.1,60.1,162240,11043741.5,2081,INE451L01014,2017-02-20
MAHINDCIE,EQ,231.95,235,228,229.4,229,230,56288,13046751.5,2067,INE536H01010,2017-02-20
MAHLIFE,EQ,427.65,435.25,423.8,426.45,425,425.2,29877,12839332.2,768,INE813A01018,2017-02-20
MAHSCOOTER,EQ,1874.95,1893.5,1864.55,1867.6,1865,1867.4,1698,3190866.65,121,INE288A01013,2017-02-20
MAHSEAMLES,EQ,378.9,389.75,378.9,384.15,384,386.65,17533,6766416.2,779,INE271B01025,2017-02-20
MAITHANALL,EQ,457.95,469.6,455.35,460.45,460.1,458.8,65104,30097095.95,3422,INE683C01011,2017-02-20
MAJESCO,EQ,309.3,310,305.5,307.4,306.15,308.6,25846,7979305.25,719,INE898S01029,2017-02-20
MALUPAPER,EQ,22.9,23.85,22.5,22.85,22.85,22.9,12959,300457.85,100,INE383H01017,2017-02-20
MANAKALUCO,EQ,6.15,6.35,6.15,6.15,6.15,6.15,3555,21918.25,13,INE859Q01017,2017-02-20
MANAKCOAT,EQ,9.1,9.3,8.8,8.9,9.1,9.05,22022,200082.05,57,INE830Q01018,2017-02-20
MANAKSIA,EQ,70.1,76,70.1,73.35,73.3,72,32985,2400740.75,293,INE015D01022,2017-02-20
MANAKSTEEL,EQ,20.8,21.3,19.05,20.5,20.1,20.25,332565,6692705.25,1504,INE824Q01011,2017-02-20
MANALIPETC,EQ,36.45,37.1,36,36.3,36.6,36.5,218094,7966325.25,1528,INE201A01024,2017-02-20
MANAPPURAM,EQ,92.25,96.35,92.15,94.5,94.5,93.65,4991716,473769143.8,20142,INE522D01027,2017-02-20
MANGCHEFER,EQ,70.85,71.5,69,69.95,69,70.85,25322,1784425.6,268,INE558B01017,2017-02-20
MANGLMCEM,EQ,356.05,363.5,353,356.5,362.5,355.75,5821,2072659.15,299,INE347A01017,2017-02-20
MANGTIMBER,EQ,28.9,28.9,27,27.35,27.25,27.7,19501,535232.2,197,INE805B01012,2017-02-20
NRAIL,EQ,277.6,284.8,277.25,283.05,284.3,280.6,10223,2881098.6,436,INE740D01017,2017-02-20
NRBBEARING,EQ,126,126.95,122.3,124.05,124.5,126.55,31603,3961297.75,511,INE349A01021,2017-02-20
NSIL,EQ,885,885,871.05,879.95,880,885.1,218,191856.6,10,INE023A01030,2017-02-20
NTL,EQ,4.25,4.25,4,4.15,4.15,4.2,23329,96743,29,INE333I01036,2017-02-20
NTPC,EQ,157.9,160.1,157.25,159.65,159.9,157.9,4215728,668703314.8,31299,INE733E01010,2017-02-20
NUCLEUS,EQ,340,341,338.15,338.6,338.3,338.15,52897,17936718.6,2239,INE096B01018,2017-02-20
NUTEK,EQ,0.7,0.75,0.7,0.75,0.75,0.75,28819,20660.3,347,INE318J01027,2017-02-20
NV20IWIN,EQ,40.81,40.85,40.75,40.75,40.75,40.89,1445,58902.45,6,INF109KB1WY5,2017-02-20
OBEROIRLTY,EQ,345,354.45,335.3,344.7,339.95,344.95,956919,333053938.75,10258,INE093I01010,2017-02-20
OCCL,EQ,948.05,962,938,955.75,951,936.55,795,755294,130,INE321D01016,2017-02-20
OCL,EQ,1140,1175,1131.05,1167.3,1170,1144.8,4302,4977013.3,446,INE290B01025,2017-02-20
OFSS,EQ,3619.9,3619.9,3570,3589.2,3590,3579.35,31631,113555008.15,820,INE881D01027,2017-02-20
OIL,EQ,270,272,263.1,264.75,265.5,268.75,607201,162327839.1,11119,INE274J01014,2017-02-20
OILCOUNTUB,EQ,45.45,45.8,44.3,45.05,44.8,44.85,11559,522580.95,164,INE591A01010,2017-02-20
OISL,EQ,4.25,4.3,4.25,4.3,4.3,4.2,29812,127116,57,INE196J01019,2017-02-20
OMAXAUTO,EQ,72.3,72.75,71,71.95,71.5,72.7,85511,6193908.4,214,INE090B01011,2017-02-20
